date_service,route_id,min,max
2015-06-13,C38_4100,17:10:00,18:27:00
2015-06-14,C38_4100,17:10:00,18:27:00
2015-06-15,C38_4100,17:10:00,18:27:00
2015-06-16,C38_4100,17:10:00,18:27:00
2015-06-17,C38_4100,17:10:00,18:27:00
2015-06-18,C38_4100,17:10:00,18:27:00
2015-06-19,C38_4100,17:10:00,18:27:00
2015-06-20,C38_4100,17:10:00,18:27:00
2015-06-21,C38_4100,17:10:00,18:27:00
2015-06-22,C38_4100,17:10:00,18:27:00
2015-06-23,C38_4100,17:10:00,18:27:00
2015-06-24,C38_4100,17:10:00,18:27:00
2015-06-25,C38_4100,17:10:00,18:27:00
2015-06-26,C38_4100,17:10:00,18:27:00
2015-06-27,C38_4100,17:10:00,18:27:00
2015-06-28,C38_4100,17:10:00,18:27:00
2015-06-29,C38_4100,17:10:00,18:27:00
2015-06-30,C38_4100,17:10:00,18:27:00
2015-07-01,C38_4100,17:10:00,18:27:00
2015-07-02,C38_4100,17:10:00,18:27:00
2015-07-03,C38_4100,17:10:00,18:27:00
2015-07-04,C38_4100,17:10:00,18:27:00
2016-04-05,SNC_SNC1,05:04:00,21:07:00
2016-04-05,SNC_SNC11,05:33:00,19:35:00
2016-04-05,SNC_SNC12,05:22:00,23:39:00
2016-04-05,SNC_SNC13,06:25:00,21:22:00
2016-04-05,SNC_SNC14,09:55:00,12:33:00
2016-04-05,SNC_SNC15,06:02:00,23:29:00
2016-04-05,SNC_SNC16,08:06:00,19:16:00
2016-04-05,SNC_SNC17,05:46:00,20:04:00
2016-04-05,SNC_SNC18,05:01:00,19:19:00
2016-04-05,SNC_SNC19,06:55:00,22:39:00
2016-04-05,SNC_SNC20,16:26:00,18:25:00
2016-04-05,SNC_SNC21,15:09:00,17:54:00
2016-04-05,SNC_SNC23,10:09:00,15:44:00
2016-04-05,SNC_SNC3,05:38:00,20:23:00
2016-04-05,SNC_SNC30,07:25:00,08:15:00
2016-04-05,SNC_SNC35,05:15:00,21:59:00
2016-04-05,SNC_SNC4,05:24:00,21:15:00
2016-04-05,SNC_SNC41,19:47:00,25:10:00
2016-04-05,SNC_SNC47,05:35:00,16:35:00
2016-04-05,SNC_SNC48,10:00:00,18:00:00
2016-04-05,SNC_SNC5,05:50:00,20:11:00
2016-04-05,SNC_SNC50,05:57:00,21:24:00
2016-04-05,SNC_SNC51,17:10:00,18:24:00
2016-04-05,SNC_SNC54,07:28:00,22:30:00
2016-04-05,SNC_SNC60,14:30:00,23:55:00
2016-04-05,SNC_SNC61,07:10:00,20:50:00
2016-04-05,SNC_SNC62,08:25:00,12:55:00
2016-04-05,SNC_SNC63,06:24:00,08:00:00
2016-04-05,SNC_SNC64,07:20:00,08:01:00
2016-04-05,SNC_SNC8,06:32:00,21:27:00
2016-04-05,SNC_SNC9,05:39:00,22:15:00
2016-04-06,SNC_SNC1,05:04:00,21:07:00
2016-04-06,SNC_SNC11,05:33:00,19:35:00
2016-04-06,SNC_SNC12,05:22:00,23:39:00
2016-04-06,SNC_SNC13,06:25:00,21:22:00
2016-04-06,SNC_SNC14,09:55:00,12:33:00
2016-04-06,SNC_SNC15,06:02:00,23:29:00
2016-04-06,SNC_SNC16,08:06:00,19:16:00
2016-04-06,SNC_SNC17,05:46:00,20:04:00
2016-04-06,SNC_SNC18,05:01:00,19:19:00
2016-04-06,SNC_SNC19,06:55:00,22:39:00
2016-04-06,SNC_SNC20,16:26:00,18:25:00
2016-04-06,SNC_SNC21,15:09:00,17:54:00
2016-04-06,SNC_SNC23,10:09:00,15:44:00
2016-04-06,SNC_SNC3,05:38:00,20:23:00
2016-04-06,SNC_SNC30,07:25:00,08:15:00
2016-04-06,SNC_SNC35,05:15:00,21:59:00
2016-04-06,SNC_SNC4,05:24:00,21:15:00
2016-04-06,SNC_SNC41,19:47:00,25:10:00
2016-04-06,SNC_SNC47,05:35:00,16:35:00
2016-04-06,SNC_SNC48,10:00:00,18:00:00
2016-04-06,SNC_SNC5,05:50:00,20:11:00
2016-04-06,SNC_SNC50,05:57:00,21:24:00
2016-04-06,SNC_SNC51,17:10:00,18:24:00
2016-04-06,SNC_SNC54,07:28:00,22:30:00
2016-04-06,SNC_SNC60,14:30:00,23:55:00
2016-04-06,SNC_SNC61,07:10:00,20:50:00
2016-04-06,SNC_SNC62,08:25:00,12:55:00
2016-04-06,SNC_SNC63,06:24:00,08:00:00
2016-04-06,SNC_SNC64,07:20:00,08:01:00
2016-04-06,SNC_SNC8,06:32:00,21:27:00
2016-04-06,SNC_SNC9,05:39:00,22:15:00
2016-04-07,SNC_SNC1,05:04:00,21:07:00
2016-04-07,SNC_SNC11,05:33:00,19:35:00
2016-04-07,SNC_SNC12,05:22:00,23:39:00
2016-04-07,SNC_SNC13,06:25:00,21:22:00
2016-04-07,SNC_SNC14,09:55:00,12:33:00
2016-04-07,SNC_SNC15,06:02:00,23:29:00
2016-04-07,SNC_SNC16,08:06:00,19:16:00
2016-04-07,SNC_SNC17,05:46:00,20:04:00
2016-04-07,SNC_SNC18,05:01:00,19:19:00
2016-04-07,SNC_SNC19,06:55:00,22:39:00
2016-04-07,SNC_SNC20,16:26:00,18:25:00
2016-04-07,SNC_SNC21,15:09:00,17:54:00
2016-04-07,SNC_SNC23,10:09:00,15:44:00
2016-04-07,SNC_SNC3,05:38:00,20:23:00
2016-04-07,SNC_SNC30,07:25:00,08:15:00
2016-04-07,SNC_SNC35,05:15:00,21:59:00
2016-04-07,SNC_SNC4,05:24:00,21:15:00
2016-04-07,SNC_SNC41,19:47:00,25:10:00
2016-04-07,SNC_SNC47,05:35:00,16:35:00
2016-04-07,SNC_SNC48,10:00:00,18:00:00
2016-04-07,SNC_SNC5,05:50:00,20:11:00
2016-04-07,SNC_SNC50,05:57:00,21:24:00
2016-04-07,SNC_SNC51,17:10:00,18:24:00
2016-04-07,SNC_SNC54,07:28:00,22:30:00
2016-04-07,SNC_SNC60,14:30:00,23:55:00
2016-04-07,SNC_SNC61,07:10:00,20:50:00
2016-04-07,SNC_SNC62,08:25:00,12:55:00
2016-04-07,SNC_SNC63,06:24:00,08:00:00
2016-04-07,SNC_SNC64,07:20:00,08:01:00
2016-04-07,SNC_SNC8,06:32:00,21:27:00
2016-04-07,SNC_SNC9,05:39:00,22:15:00
2016-04-08,SNC_SNC1,05:04:00,21:07:00
2016-04-08,SNC_SNC10,15:39:00,20:05:00
2016-04-08,SNC_SNC11,05:33:00,19:35:00
2016-04-08,SNC_SNC12,05:22:00,23:39:00
2016-04-08,SNC_SNC13,06:25:00,21:22:00
2016-04-08,SNC_SNC14,09:55:00,12:33:00
2016-04-08,SNC_SNC15,06:02:00,23:29:00
2016-04-08,SNC_SNC16,08:06:00,19:16:00
2016-04-08,SNC_SNC17,05:46:00,20:04:00
2016-04-08,SNC_SNC18,05:01:00,19:19:00
2016-04-08,SNC_SNC19,06:55:00,22:39:00
2016-04-08,SNC_SNC20,16:26:00,18:25:00
2016-04-08,SNC_SNC21,15:09:00,17:54:00
2016-04-08,SNC_SNC23,10:09:00,15:44:00
2016-04-08,SNC_SNC3,05:38:00,20:23:00
2016-04-08,SNC_SNC30,07:25:00,20:45:00
2016-04-08,SNC_SNC32,12:20:00,20:45:00
2016-04-08,SNC_SNC35,05:15:00,21:59:00
2016-04-08,SNC_SNC37,13:35:00,20:00:00
2016-04-08,SNC_SNC39,18:35:00,22:05:00
2016-04-08,SNC_SNC4,05:24:00,21:15:00
2016-04-08,SNC_SNC41,19:47:00,25:10:00
2016-04-08,SNC_SNC44,13:50:00,17:00:00
2016-04-08,SNC_SNC47,05:35:00,16:35:00
2016-04-08,SNC_SNC48,10:00:00,18:00:00
2016-04-08,SNC_SNC49,13:30:00,19:50:00
2016-04-08,SNC_SNC5,05:50:00,20:11:00
2016-04-08,SNC_SNC50,05:57:00,21:24:00
2016-04-08,SNC_SNC51,17:10:00,18:24:00
2016-04-08,SNC_SNC53,13:20:00,20:30:00
2016-04-08,SNC_SNC54,07:28:00,22:30:00
2016-04-08,SNC_SNC60,14:30:00,16:55:00
2016-04-08,SNC_SNC61,07:10:00,20:50:00
2016-04-08,SNC_SNC62,08:25:00,12:55:00
2016-04-08,SNC_SNC63,06:24:00,08:00:00
2016-04-08,SNC_SNC64,07:20:00,08:01:00
2016-04-08,SNC_SNC7,17:15:00,22:02:00
2016-04-08,SNC_SNC8,06:32:00,21:27:00
2016-04-08,SNC_SNC9,05:39:00,23:15:00
2016-04-09,SNC_SNC1,05:04:00,21:07:00
2016-04-09,SNC_SNC10,15:39:00,20:05:00
2016-04-09,SNC_SNC11,05:33:00,19:35:00
2016-04-09,SNC_SNC12,05:22:00,23:39:00
2016-04-09,SNC_SNC13,06:25:00,21:22:00
2016-04-09,SNC_SNC14,09:55:00,12:33:00
2016-04-09,SNC_SNC15,06:02:00,23:29:00
2016-04-09,SNC_SNC16,08:06:00,19:16:00
2016-04-09,SNC_SNC17,05:46:00,20:04:00
2016-04-09,SNC_SNC18,05:01:00,19:22:00
2016-04-09,SNC_SNC19,06:55:00,22:39:00
2016-04-09,SNC_SNC20,07:06:00,18:25:00
2016-04-09,SNC_SNC21,15:09:00,17:54:00
2016-04-09,SNC_SNC22,07:15:00,07:52:00
2016-04-09,SNC_SNC23,07:20:00,21:45:00
2016-04-09,SNC_SNC3,05:38:00,20:23:00
2016-04-09,SNC_SNC30,07:25:00,20:45:00
2016-04-09,SNC_SNC32,12:20:00,20:45:00
2016-04-09,SNC_SNC35,05:15:00,21:59:00
2016-04-09,SNC_SNC37,13:35:00,20:00:00
2016-04-09,SNC_SNC39,18:35:00,22:05:00
2016-04-09,SNC_SNC4,05:24:00,23:24:00
2016-04-09,SNC_SNC41,19:47:00,25:10:00
2016-04-09,SNC_SNC44,13:50:00,17:00:00
2016-04-09,SNC_SNC47,05:35:00,16:35:00
2016-04-09,SNC_SNC48,10:00:00,18:00:00
2016-04-09,SNC_SNC49,13:30:00,19:50:00
2016-04-09,SNC_SNC5,05:50:00,20:11:00
2016-04-09,SNC_SNC50,05:57:00,21:24:00
2016-04-09,SNC_SNC51,17:10:00,18:24:00
2016-04-09,SNC_SNC53,13:20:00,20:30:00
2016-04-09,SNC_SNC54,07:28:00,22:30:00
2016-04-09,SNC_SNC60,14:30:00,16:55:00
2016-04-09,SNC_SNC61,07:10:00,20:50:00
2016-04-09,SNC_SNC62,08:25:00,12:55:00
2016-04-09,SNC_SNC63,06:24:00,08:00:00
2016-04-09,SNC_SNC64,07:20:00,08:01:00
2016-04-09,SNC_SNC7,17:15:00,22:02:00
2016-04-09,SNC_SNC8,06:32:00,21:27:00
2016-04-09,SNC_SNC9,05:39:00,23:15:00
2016-04-10,SNC_SNC1,05:04:00,21:07:00
2016-04-10,SNC_SNC10,15:39:00,20:05:00
2016-04-10,SNC_SNC11,05:33:00,19:35:00
2016-04-10,SNC_SNC12,05:22:00,23:56:00
2016-04-10,SNC_SNC13,06:25:00,21:22:00
2016-04-10,SNC_SNC14,09:55:00,12:33:00
2016-04-10,SNC_SNC15,06:02:00,23:29:00
2016-04-10,SNC_SNC16,08:06:00,19:16:00
2016-04-10,SNC_SNC17,05:46:00,20:04:00
2016-04-10,SNC_SNC18,05:01:00,19:22:00
2016-04-10,SNC_SNC19,06:55:00,22:39:00
2016-04-10,SNC_SNC20,07:06:00,18:25:00
2016-04-10,SNC_SNC21,15:09:00,17:54:00
2016-04-10,SNC_SNC22,07:15:00,07:52:00
2016-04-10,SNC_SNC23,07:20:00,21:45:00
2016-04-10,SNC_SNC3,05:38:00,20:23:00
2016-04-10,SNC_SNC30,07:25:00,20:45:00
2016-04-10,SNC_SNC31,18:10:00,21:15:00
2016-04-10,SNC_SNC32,12:20:00,25:15:00
2016-04-10,SNC_SNC33,18:25:00,20:25:00
2016-04-10,SNC_SNC35,05:15:00,21:59:00
2016-04-10,SNC_SNC36,19:00:00,21:50:00
2016-04-10,SNC_SNC37,13:35:00,20:00:00
2016-04-10,SNC_SNC38,15:00:00,23:00:00
2016-04-10,SNC_SNC39,14:05:00,22:10:00
2016-04-10,SNC_SNC4,05:24:00,23:24:00
2016-04-10,SNC_SNC40,21:18:00,23:25:00
2016-04-10,SNC_SNC41,19:47:00,25:10:00
2016-04-10,SNC_SNC42,22:45:00,24:20:00
2016-04-10,SNC_SNC43,17:40:00,23:05:00
2016-04-10,SNC_SNC44,13:50:00,17:00:00
2016-04-10,SNC_SNC47,05:35:00,22:48:00
2016-04-10,SNC_SNC48,10:00:00,18:00:00
2016-04-10,SNC_SNC49,13:30:00,19:50:00
2016-04-10,SNC_SNC5,05:50:00,20:11:00
2016-04-10,SNC_SNC50,05:57:00,21:24:00
2016-04-10,SNC_SNC51,17:10:00,18:24:00
2016-04-10,SNC_SNC52,19:00:00,21:40:00
2016-04-10,SNC_SNC53,13:20:00,25:55:00
2016-04-10,SNC_SNC54,07:28:00,22:30:00
2016-04-10,SNC_SNC55,18:40:00,21:05:00
2016-04-10,SNC_SNC59,18:43:00,21:29:00
2016-04-10,SNC_SNC6,17:37:00,21:27:00
2016-04-10,SNC_SNC60,14:30:00,16:55:00
2016-04-10,SNC_SNC61,07:10:00,20:50:00
2016-04-10,SNC_SNC62,08:25:00,12:55:00
2016-04-10,SNC_SNC63,06:24:00,08:00:00
2016-04-10,SNC_SNC64,07:20:00,08:01:00
2016-04-10,SNC_SNC7,17:15:00,22:02:00
2016-04-10,SNC_SNC8,06:32:00,21:27:00
2016-04-10,SNC_SNC9,05:39:00,23:15:00
2016-04-11,SNC_SNC1,05:04:00,21:07:00
2016-04-11,SNC_SNC10,15:39:00,20:05:00
2016-04-11,SNC_SNC11,05:33:00,19:35:00
2016-04-11,SNC_SNC12,05:22:00,23:39:00
2016-04-11,SNC_SNC13,06:25:00,21:22:00
2016-04-11,SNC_SNC14,09:55:00,12:33:00
2016-04-11,SNC_SNC15,06:02:00,23:29:00
2016-04-11,SNC_SNC16,08:06:00,19:16:00
2016-04-11,SNC_SNC17,05:46:00,20:04:00
2016-04-11,SNC_SNC18,05:01:00,19:22:00
2016-04-11,SNC_SNC19,06:55:00,22:39:00
2016-04-11,SNC_SNC20,07:06:00,18:25:00
2016-04-11,SNC_SNC21,15:09:00,17:54:00
2016-04-11,SNC_SNC22,07:15:00,07:52:00
2016-04-11,SNC_SNC23,07:20:00,20:25:00
2016-04-11,SNC_SNC3,05:38:00,20:23:00
2016-04-11,SNC_SNC30,07:25:00,20:45:00
2016-04-11,SNC_SNC31,18:10:00,21:15:00
2016-04-11,SNC_SNC32,12:20:00,25:15:00
2016-04-11,SNC_SNC33,18:25:00,20:25:00
2016-04-11,SNC_SNC35,05:15:00,21:59:00
2016-04-11,SNC_SNC36,19:00:00,21:50:00
2016-04-11,SNC_SNC37,13:35:00,20:00:00
2016-04-11,SNC_SNC38,15:00:00,23:00:00
2016-04-11,SNC_SNC39,14:05:00,22:10:00
2016-04-11,SNC_SNC4,05:24:00,23:24:00
2016-04-11,SNC_SNC40,21:18:00,23:25:00
2016-04-11,SNC_SNC41,19:47:00,25:10:00
2016-04-11,SNC_SNC42,22:45:00,24:20:00
2016-04-11,SNC_SNC43,17:40:00,23:05:00
2016-04-11,SNC_SNC44,13:50:00,17:00:00
2016-04-11,SNC_SNC47,05:35:00,22:48:00
2016-04-11,SNC_SNC48,10:00:00,18:00:00
2016-04-11,SNC_SNC49,13:30:00,19:50:00
2016-04-11,SNC_SNC5,05:50:00,20:11:00
2016-04-11,SNC_SNC50,05:57:00,21:24:00
2016-04-11,SNC_SNC51,17:10:00,18:24:00
2016-04-11,SNC_SNC52,05:00:00,21:40:00
2016-04-11,SNC_SNC53,08:55:00,25:55:00
2016-04-11,SNC_SNC54,07:28:00,22:30:00
2016-04-11,SNC_SNC55,18:40:00,21:05:00
2016-04-11,SNC_SNC59,18:43:00,21:29:00
2016-04-11,SNC_SNC6,17:37:00,21:27:00
2016-04-11,SNC_SNC60,14:30:00,16:55:00
2016-04-11,SNC_SNC61,07:10:00,20:50:00
2016-04-11,SNC_SNC62,08:25:00,12:55:00
2016-04-11,SNC_SNC63,06:24:00,08:00:00
2016-04-11,SNC_SNC64,07:20:00,08:01:00
2016-04-11,SNC_SNC7,17:15:00,22:02:00
2016-04-11,SNC_SNC8,06:32:00,21:27:00
2016-04-11,SNC_SNC9,05:39:00,23:15:00
2016-04-12,SNC_SNC1,05:04:00,21:07:00
2016-04-12,SNC_SNC10,15:39:00,20:05:00
2016-04-12,SNC_SNC11,05:33:00,19:35:00
2016-04-12,SNC_SNC12,05:22:00,23:39:00
2016-04-12,SNC_SNC13,06:25:00,21:22:00
2016-04-12,SNC_SNC14,09:55:00,12:33:00
2016-04-12,SNC_SNC15,06:02:00,23:29:00
2016-04-12,SNC_SNC16,08:06:00,19:16:00
2016-04-12,SNC_SNC17,05:46:00,20:04:00
2016-04-12,SNC_SNC18,05:01:00,19:22:00
2016-04-12,SNC_SNC19,06:55:00,22:39:00
2016-04-12,SNC_SNC20,07:06:00,18:25:00
2016-04-12,SNC_SNC21,15:09:00,17:54:00
2016-04-12,SNC_SNC22,07:15:00,07:52:00
2016-04-12,SNC_SNC23,07:20:00,20:25:00
2016-04-12,SNC_SNC3,05:38:00,20:23:00
2016-04-12,SNC_SNC30,07:25:00,20:45:00
2016-04-12,SNC_SNC31,18:10:00,21:15:00
2016-04-12,SNC_SNC32,12:20:00,25:15:00
2016-04-12,SNC_SNC33,18:25:00,20:25:00
2016-04-12,SNC_SNC35,05:15:00,21:59:00
2016-04-12,SNC_SNC36,19:00:00,21:50:00
2016-04-12,SNC_SNC37,13:35:00,20:00:00
2016-04-12,SNC_SNC38,15:00:00,23:00:00
2016-04-12,SNC_SNC39,14:05:00,22:10:00
2016-04-12,SNC_SNC4,05:24:00,23:24:00
2016-04-12,SNC_SNC40,21:18:00,23:25:00
2016-04-12,SNC_SNC41,19:47:00,25:10:00
2016-04-12,SNC_SNC42,22:45:00,24:20:00
2016-04-12,SNC_SNC43,17:40:00,23:05:00
2016-04-12,SNC_SNC44,13:50:00,17:00:00
2016-04-12,SNC_SNC47,05:35:00,22:48:00
2016-04-12,SNC_SNC48,10:00:00,18:00:00
2016-04-12,SNC_SNC49,13:30:00,19:50:00
2016-04-12,SNC_SNC5,05:50:00,20:11:00
2016-04-12,SNC_SNC50,05:57:00,21:24:00
2016-04-12,SNC_SNC51,17:10:00,18:24:00
2016-04-12,SNC_SNC52,05:00:00,21:40:00
2016-04-12,SNC_SNC53,08:55:00,25:55:00
2016-04-12,SNC_SNC54,07:28:00,22:30:00
2016-04-12,SNC_SNC55,18:40:00,21:05:00
2016-04-12,SNC_SNC59,18:43:00,21:29:00
2016-04-12,SNC_SNC6,17:37:00,21:27:00
2016-04-12,SNC_SNC60,14:30:00,16:55:00
2016-04-12,SNC_SNC61,07:10:00,20:50:00
2016-04-12,SNC_SNC62,08:25:00,12:55:00
2016-04-12,SNC_SNC63,06:24:00,08:00:00
2016-04-12,SNC_SNC64,07:20:00,08:01:00
2016-04-12,SNC_SNC7,17:15:00,22:02:00
2016-04-12,SNC_SNC8,06:32:00,21:27:00
2016-04-12,SNC_SNC9,05:39:00,23:15:00
2016-04-13,SNC_SNC1,05:04:00,21:07:00
2016-04-13,SNC_SNC10,15:39:00,20:05:00
2016-04-13,SNC_SNC11,05:33:00,19:35:00
2016-04-13,SNC_SNC12,05:22:00,23:39:00
2016-04-13,SNC_SNC13,06:25:00,21:22:00
2016-04-13,SNC_SNC14,09:55:00,12:33:00
2016-04-13,SNC_SNC15,06:02:00,23:29:00
2016-04-13,SNC_SNC16,08:06:00,19:16:00
2016-04-13,SNC_SNC17,05:46:00,20:04:00
2016-04-13,SNC_SNC18,05:01:00,19:22:00
2016-04-13,SNC_SNC19,06:55:00,22:39:00
2016-04-13,SNC_SNC20,07:06:00,18:25:00
2016-04-13,SNC_SNC21,15:09:00,17:54:00
2016-04-13,SNC_SNC22,07:15:00,07:52:00
2016-04-13,SNC_SNC23,07:20:00,20:25:00
2016-04-13,SNC_SNC3,05:38:00,20:23:00
2016-04-13,SNC_SNC30,07:25:00,20:45:00
2016-04-13,SNC_SNC31,18:10:00,21:15:00
2016-04-13,SNC_SNC32,12:20:00,25:15:00
2016-04-13,SNC_SNC33,18:25:00,20:25:00
2016-04-13,SNC_SNC35,05:15:00,21:59:00
2016-04-13,SNC_SNC36,19:00:00,21:50:00
2016-04-13,SNC_SNC37,13:35:00,20:00:00
2016-04-13,SNC_SNC38,15:00:00,23:00:00
2016-04-13,SNC_SNC39,14:05:00,22:10:00
2016-04-13,SNC_SNC4,05:24:00,23:24:00
2016-04-13,SNC_SNC40,21:18:00,23:25:00
2016-04-13,SNC_SNC41,19:47:00,25:10:00
2016-04-13,SNC_SNC42,22:45:00,24:20:00
2016-04-13,SNC_SNC43,17:40:00,23:05:00
2016-04-13,SNC_SNC44,13:50:00,17:00:00
2016-04-13,SNC_SNC47,05:35:00,22:48:00
2016-04-13,SNC_SNC48,10:00:00,18:00:00
2016-04-13,SNC_SNC49,13:30:00,19:50:00
2016-04-13,SNC_SNC5,05:50:00,20:11:00
2016-04-13,SNC_SNC50,05:57:00,21:24:00
2016-04-13,SNC_SNC51,17:10:00,18:24:00
2016-04-13,SNC_SNC52,05:00:00,21:40:00
2016-04-13,SNC_SNC53,08:55:00,25:55:00
2016-04-13,SNC_SNC54,07:28:00,22:30:00
2016-04-13,SNC_SNC55,18:40:00,21:05:00
2016-04-13,SNC_SNC59,18:43:00,21:29:00
2016-04-13,SNC_SNC6,17:37:00,21:27:00
2016-04-13,SNC_SNC60,14:30:00,16:55:00
2016-04-13,SNC_SNC61,07:10:00,20:50:00
2016-04-13,SNC_SNC62,08:25:00,12:55:00
2016-04-13,SNC_SNC63,06:24:00,08:00:00
2016-04-13,SNC_SNC64,07:20:00,08:01:00
2016-04-13,SNC_SNC7,17:15:00,22:02:00
2016-04-13,SNC_SNC8,06:32:00,21:27:00
2016-04-13,SNC_SNC9,05:39:00,23:15:00
2016-04-14,SNC_SNC1,05:04:00,21:07:00
2016-04-14,SNC_SNC10,15:39:00,20:05:00
2016-04-14,SNC_SNC11,05:33:00,19:35:00
2016-04-14,SNC_SNC12,05:22:00,23:39:00
2016-04-14,SNC_SNC13,06:25:00,21:22:00
2016-04-14,SNC_SNC14,09:55:00,12:33:00
2016-04-14,SNC_SNC15,06:02:00,23:29:00
2016-04-14,SNC_SNC16,08:06:00,19:16:00
2016-04-14,SNC_SNC17,05:46:00,20:04:00
2016-04-14,SNC_SNC18,05:01:00,19:22:00
2016-04-14,SNC_SNC19,06:55:00,22:39:00
2016-04-14,SNC_SNC20,07:06:00,18:25:00
2016-04-14,SNC_SNC21,15:09:00,17:54:00
2016-04-14,SNC_SNC22,07:15:00,07:52:00
2016-04-14,SNC_SNC23,07:20:00,20:25:00
2016-04-14,SNC_SNC3,05:38:00,20:23:00
2016-04-14,SNC_SNC30,07:25:00,20:45:00
2016-04-14,SNC_SNC31,18:10:00,21:15:00
2016-04-14,SNC_SNC32,12:20:00,25:15:00
2016-04-14,SNC_SNC33,18:25:00,20:25:00
2016-04-14,SNC_SNC35,05:15:00,21:59:00
2016-04-14,SNC_SNC36,19:00:00,21:50:00
2016-04-14,SNC_SNC37,13:35:00,20:00:00
2016-04-14,SNC_SNC38,15:00:00,23:00:00
2016-04-14,SNC_SNC39,14:05:00,22:10:00
2016-04-14,SNC_SNC4,05:24:00,23:24:00
2016-04-14,SNC_SNC40,21:18:00,23:25:00
2016-04-14,SNC_SNC41,19:47:00,25:10:00
2016-04-14,SNC_SNC42,22:45:00,24:20:00
2016-04-14,SNC_SNC43,17:40:00,23:05:00
2016-04-14,SNC_SNC44,13:50:00,17:00:00
2016-04-14,SNC_SNC47,05:35:00,22:48:00
2016-04-14,SNC_SNC48,10:00:00,18:00:00
2016-04-14,SNC_SNC49,13:30:00,19:50:00
2016-04-14,SNC_SNC5,05:50:00,20:11:00
2016-04-14,SNC_SNC50,05:57:00,21:24:00
2016-04-14,SNC_SNC51,17:10:00,18:24:00
2016-04-14,SNC_SNC52,05:00:00,21:40:00
2016-04-14,SNC_SNC53,08:55:00,25:55:00
2016-04-14,SNC_SNC54,07:28:00,22:30:00
2016-04-14,SNC_SNC55,18:40:00,21:05:00
2016-04-14,SNC_SNC59,18:43:00,21:29:00
2016-04-14,SNC_SNC6,17:37:00,21:27:00
2016-04-14,SNC_SNC60,14:30:00,16:55:00
2016-04-14,SNC_SNC61,07:10:00,20:50:00
2016-04-14,SNC_SNC62,08:25:00,12:55:00
2016-04-14,SNC_SNC63,06:24:00,08:00:00
2016-04-14,SNC_SNC64,07:20:00,08:01:00
2016-04-14,SNC_SNC7,17:15:00,22:02:00
2016-04-14,SNC_SNC8,06:32:00,21:27:00
2016-04-14,SNC_SNC9,05:39:00,23:15:00
2016-04-15,SNC_SNC1,05:04:00,21:07:00
2016-04-15,SNC_SNC10,15:39:00,20:05:00
2016-04-15,SNC_SNC11,05:33:00,19:35:00
2016-04-15,SNC_SNC12,05:22:00,23:39:00
2016-04-15,SNC_SNC13,06:25:00,21:22:00
2016-04-15,SNC_SNC14,09:55:00,12:33:00
2016-04-15,SNC_SNC15,06:02:00,23:29:00
2016-04-15,SNC_SNC16,08:06:00,19:16:00
2016-04-15,SNC_SNC17,05:46:00,20:04:00
2016-04-15,SNC_SNC18,05:01:00,19:22:00
2016-04-15,SNC_SNC19,06:55:00,22:39:00
2016-04-15,SNC_SNC20,07:06:00,18:25:00
2016-04-15,SNC_SNC21,15:09:00,17:54:00
2016-04-15,SNC_SNC22,07:15:00,07:52:00
2016-04-15,SNC_SNC23,07:20:00,20:25:00
2016-04-15,SNC_SNC3,05:38:00,20:23:00
2016-04-15,SNC_SNC30,07:25:00,20:45:00
2016-04-15,SNC_SNC31,18:10:00,21:15:00
2016-04-15,SNC_SNC32,12:20:00,25:15:00
2016-04-15,SNC_SNC33,18:25:00,20:25:00
2016-04-15,SNC_SNC35,05:15:00,21:59:00
2016-04-15,SNC_SNC36,19:00:00,21:50:00
2016-04-15,SNC_SNC37,13:35:00,20:00:00
2016-04-15,SNC_SNC38,15:00:00,23:00:00
2016-04-15,SNC_SNC39,14:05:00,22:10:00
2016-04-15,SNC_SNC4,05:24:00,23:24:00
2016-04-15,SNC_SNC40,21:18:00,23:25:00
2016-04-15,SNC_SNC41,19:47:00,25:10:00
2016-04-15,SNC_SNC42,22:45:00,24:20:00
2016-04-15,SNC_SNC43,17:40:00,23:05:00
2016-04-15,SNC_SNC44,13:50:00,17:00:00
2016-04-15,SNC_SNC47,05:35:00,22:48:00
2016-04-15,SNC_SNC48,10:00:00,18:00:00
2016-04-15,SNC_SNC49,13:30:00,19:50:00
2016-04-15,SNC_SNC5,05:50:00,20:11:00
2016-04-15,SNC_SNC50,05:57:00,21:24:00
2016-04-15,SNC_SNC51,17:10:00,18:24:00
2016-04-15,SNC_SNC52,05:00:00,21:40:00
2016-04-15,SNC_SNC53,08:55:00,25:55:00
2016-04-15,SNC_SNC54,07:28:00,22:30:00
2016-04-15,SNC_SNC55,18:40:00,21:05:00
2016-04-15,SNC_SNC59,18:43:00,21:29:00
2016-04-15,SNC_SNC6,17:37:00,21:27:00
2016-04-15,SNC_SNC60,14:30:00,16:55:00
2016-04-15,SNC_SNC61,07:10:00,20:50:00
2016-04-15,SNC_SNC62,08:25:00,12:55:00
2016-04-15,SNC_SNC63,06:24:00,08:00:00
2016-04-15,SNC_SNC64,07:20:00,08:01:00
2016-04-15,SNC_SNC7,17:15:00,22:02:00
2016-04-15,SNC_SNC8,06:32:00,21:27:00
2016-04-15,SNC_SNC9,05:39:00,23:15:00
2016-04-16,SNC_SNC1,05:04:00,21:07:00
